user_id,timestamp,lat,lng,rainfall_mm,aqi,temperature,speed_kmh,distance_moved_m,claim_amount,claim_time_gap_min,device_count,kyc_score,ip_distance_km,is_active,weekly_premium
2080,2026-02-26 10:05,20.28087,81.33103,13.07,184.74,27.46,33.37,1077.58,360,362.79,5,52.21,229.8,1,155.21
2081,2026-01-27 05:32,28.62411,87.98326,0.0,112.57,26.99,0.77,23.13,180,43.55,1,93.57,4.25,0,61.06
2082,2026-01-19 06:43,23.89188,78.34932,24.28,207.85,27.54,20.61,2105.84,120,728.1,1,91.38,9.92,1,97.38
2083,2026-03-01 04:38,12.8809,83.908,30.7,156.28,20.76,21.85,0.0,100,259.26,1,77.43,4.05,1,89.29
2084,2026-02-18 09:50,11.38494,76.01717,0.0,136.43,27.19,22.77,266.46,380,345.52,3,43.24,162.19,1,148.7
2085,2026-02-25 11:30,27.63568,73.17682,28.51,38.14,20.92,24.03,0.0,150,541.44,1,96.61,5.58,1,74.85
2086,2026-02-05 01:08,8.70769,88.22721,5.18,71.96,30.9,16.18,1314.56,150,221.09,1,84.93,4.8,1,54.58
2087,2026-02-09 11:43,18.67284,78.02135,15.2,55.15,32.42,0.92,35.23,200,10.89,1,99.25,0.94,0,65.37
2088,2026-02-03 19:20,25.34899,87.36459,7.54,88.76,42.02,21.61,1830.39,350,621.11,5,63.07,216.74,1,105.94
2089,2026-01-06 21:25,21.6174,88.48798,25.08,79.9,32.04,31.48,1053.51,120,592.82,1,91.69,8.08,1,68.18
2090,2026-01-13 14:12,24.92917,70.46429,21.29,83.08,30.09,9.78,213.76,180,222.97,1,80.94,3.73,1,77.76
2091,2026-02-25 18:53,9.51516,80.3707,26.34,151.36,16.51,14.54,0.0,380,858.19,3,34.36,87.25,1,175.11
2092,2026-02-21 11:30,23.83308,84.66621,46.6,79.89,32.35,13.97,1031.59,150,61.41,1,82.68,8.03,1,69.51
2093,2026-02-08 05:31,22.85506,76.19806,0.0,92.53,31.98,0.89,39.67,100,10.08,1,85.61,0.87,0,61.97
2094,2026-01-16 07:15,8.89864,80.9796,11.83,111.73,30.29,20.32,1499.78,100,140.72,1,96.0,9.0,1,53.74
2095,2026-02-09 00:26,25.61931,81.76421,0.0,113.47,34.09,1.27,7.65,200,12.53,1,86.82,5.35,0,66.12
2096,2026-01-17 17:11,21.20579,73.26612,34.35,68.12,30.98,0.82,29.85,150,34.12,1,86.14,7.25,0,81.51
2097,2026-02-23 06:09,26.74436,83.83877,1.99,122.38,22.14,6.5,448.13,180,632.38,1,95.8,6.7,1,62.24
2098,2026-01-26 12:18,21.25148,73.55852,35.34,124.82,28.52,0.16,18.92,180,18.78,1,86.16,3.34,0,92.31
2099,2026-02-12 14:03,27.90648,81.01668,0.0,110.91,20.66,5.42,1187.99,200,476.72,1,78.0,9.74,1,54.33
2100,2026-01-14 06:32,25.43009,78.67964,21.46,60.03,31.35,21.07,1108.52,350,541.62,2,39.09,135.42,1,154.78
2101,2026-01-25 23:05,27.39503,79.35295,0.0,30.0,42.93,10.95,1196.36,100,567.7,1,96.29,2.09,1,50.41
2102,2026-01-25 06:34,21.95809,78.91586,8.52,61.88,32.6,15.63,1788.64,100,542.45,1,86.98,3.14,1,50.6
2103,2026-01-22 19:35,23.83156,71.58419,0.0,92.56,27.77,0.08,6.76,200,48.19,1,99.15,4.32,0,55.04
2104,2026-02-21 19:50,18.47714,77.00999,14.25,58.27,33.24,9.74,1071.93,370,698.15,4,60.17,204.87,1,96.93
2105,2026-01-17 10:11,20.79367,80.98039,5.46,60.68,25.54,23.93,583.26,150,494.12,1,85.12,6.54,1,53.65
2106,2026-01-19 19:15,17.96984,71.62619,16.27,85.93,26.6,16.88,1432.18,200,673.53,1,79.74,6.19,1,49.92
2107,2026-02-07 13:44,19.34276,77.31474,18.69,42.28,29.76,18.62,2227.03,100,125.62,1,94.63,8.92,1,41.93
2108,2026-01-22 17:11,24.2889,74.46584,0.92,163.04,34.07,2.71,23.07,100,32.22,1,97.38,6.37,0,77.56
2109,2026-01-06 04:19,17.32783,86.09042,0.93,86.97,36.56,0.11,25.43,150,19.99,1,99.79,9.71,0,62.88
2110,2026-02-14 17:07,15.34522,76.44868,28.83,97.54,29.24,1.54,44.95,350,39.34,2,45.28,101.42,0,156.41
2111,2026-02-05 15:39,20.73077,83.87999,16.84,176.6,26.14,27.42,2073.37,150,759.85,1,95.29,6.56,1,65.85
2112,2026-02-18 22:39,16.94399,77.0078,13.03,113.18,30.89,18.23,1033.91,100,461.48,1,95.4,8.61,1,54.08
2113,2026-01-27 09:23,27.02178,73.17094,6.27,154.29,32.95,25.88,576.72,200,500.58,1,99.62,9.37,1,67.3
2114,2026-02-08 22:51,24.92816,72.37698,14.71,139.53,30.13,38.4,1845.26,100,20.16,1,92.22,8.73,1,70.39
2115,2026-02-09 10:47,16.97967,71.29739,29.9,99.88,33.23,22.73,1347.01,150,360.51,1,82.77,7.42,1,67.43
2116,2026-01-27 13:40,19.151,78.74526,0.0,99.24,31.42,26.19,1873.31,200,526.85,1,87.55,1.25,1,52.38
2117,2026-01-13 23:13,26.34425,80.15741,0.0,30.0,20.85,30.1,1308.67,120,232.85,1,91.06,0.65,1,59.31
2118,2026-01-08 21:25,18.07257,80.28706,38.3,77.75,30.39,12.06,1431.53,150,613.52,1,80.25,8.25,1,74.24
2119,2026-02-10 08:55,15.73068,70.50872,0.0,121.3,26.5,18.63,1663.86,180,576.44,1,79.34,6.38,1,68.25
2120,2026-01-22 06:14,25.38391,75.86858,13.92,165.38,39.26,1.09,16.73,370,2.28,3,53.46,224.42,0,161.62
2121,2026-02-28 03:29,25.65147,72.6236,7.79,62.35,16.66,25.55,1138.3,350,581.84,4,49.86,159.21,1,137.14
2122,2026-01-31 12:59,23.84612,71.25762,0.0,102.07,34.6,29.82,614.17,380,221.51,5,61.49,293.71,1,98.48
2123,2026-01-24 03:32,13.55048,71.20583,33.52,132.12,42.2,28.57,763.11,200,369.83,1,88.71,1.28,1,88.82
2124,2026-02-05 09:21,25.13688,84.14812,8.43,184.22,24.97,24.89,1384.24,200,373.72,1,79.58,0.22,1,66.33
2125,2026-01-24 10:05,19.61731,78.72951,0.0,78.18,30.91,13.38,1251.69,360,185.57,3,56.57,104.02,1,115.39
2126,2026-02-15 19:53,25.84313,77.43333,0.0,130.12,28.19,21.79,0.0,180,392.69,1,88.62,7.58,1,62.77
2127,2026-01-13 20:13,11.34553,73.23761,11.42,93.44,33.83,34.63,2411.38,180,346.31,1,84.77,7.98,1,46.52
2128,2026-01-19 13:50,25.01754,75.79861,11.7,32.47,35.52,14.65,1912.89,120,507.35,1,97.88,5.33,1,60.1
2129,2026-02-25 23:37,14.55697,85.57217,0.0,79.38,32.9,17.32,957.81,100,208.98,1,90.38,0.83,1,52.12
2130,2026-02-13 23:47,23.31242,74.55317,9.86,102.12,32.21,15.07,682.85,180,472.71,1,77.33,0.29,1,45.97
2131,2026-02-04 13:36,24.95461,79.08627,18.95,49.74,36.84,18.68,1983.58,200,381.77,1,83.38,1.74,1,38.8
2132,2026-03-01 19:11,9.80461,82.74109,22.86,83.24,25.3,24.87,2366.33,150,75.42,1,95.15,8.44,1,65.48
2133,2026-01-02 00:09,14.51884,68.07825,14.87,53.07,33.02,18.21,843.49,200,332.8,1,76.71,7.63,1,52.16
2134,2026-01-06 22:19,27.42291,85.85969,20.85,116.7,22.73,26.67,1603.54,350,779.98,5,45.18,106.68,1,139.14
2135,2026-02-20 00:38,10.29192,76.66224,22.71,81.13,32.53,24.1,1044.27,380,547.76,4,54.85,189.8,1,153.08
2136,2026-02-25 06:22,19.02639,81.01933,0.0,79.51,19.8,24.23,1593.37,360,705.54,5,64.09,216.95,1,102.8
2137,2026-02-22 04:53,24.44777,68.71074,43.79,92.8,36.97,2.49,29.95,360,6.63,2,31.31,267.14,0,160.95
2138,2026-01-23 14:14,9.70169,86.66887,25.02,45.18,29.34,17.21,986.95,180,384.49,1,90.99,6.76,1,73.17
2139,2026-01-22 22:59,12.84762,84.12838,6.89,30.0,35.44,0.12,30.2,350,45.46,3,68.86,132.84,0,108.92
2140,2026-02-21 13:09,20.64315,73.75401,11.24,31.7,28.14,13.98,1488.09,200,946.17,1,98.29,3.97,1,54.25
2141,2026-02-11 07:56,15.14612,78.40194,1.37,89.26,36.46,14.33,291.77,100,39.37,1,92.85,6.08,1,42.08
2142,2026-02-14 18:09,27.76975,84.83456,12.17,65.41,25.75,22.74,0.0,380,256.17,5,51.98,275.08,1,128.88
2143,2026-02-12 20:30,16.54238,81.24497,0.25,122.36,31.83,10.87,1204.08,120,490.33,1,88.25,8.29,1,64.63
2144,2026-02-25 01:28,22.38407,78.9161,0.0,85.88,34.79,18.43,1095.22,150,103.0,1,76.68,3.87,1,59.2
2145,2026-01-26 19:08,25.83807,80.10085,0.0,67.52,22.03,31.97,1474.34,180,384.35,1,87.79,1.66,1,48.27
2146,2026-01-28 13:32,26.42501,75.09049,29.65,145.83,26.63,18.33,1866.18,180,163.32,1,84.11,2.18,1,85.31
2147,2026-01-05 05:44,10.90945,77.95459,12.13,90.22,27.15,16.51,1134.23,350,382.33,3,42.53,86.77,1,128.15
2148,2026-02-07 04:01,26.63172,70.38085,8.6,99.16,31.44,27.23,1135.62,200,489.54,1,83.51,5.41,1,63.16
2149,2026-01-07 04:36,23.77137,85.08982,0.0,30.0,26.74,9.91,680.98,150,412.22,1,89.51,1.39,1,52.47
2150,2026-01-27 11:32,20.96305,78.02241,14.38,125.98,41.76,29.02,920.81,150,378.81,1,88.58,2.28,1,71.27
2151,2026-01-02 10:28,17.49025,68.77862,17.02,103.07,39.77,2.04,23.34,180,2.69,1,98.73,5.13,0,65.63
2152,2026-02-20 17:42,14.26066,78.07407,9.23,196.94,35.74,25.94,1312.45,180,672.53,1,86.4,4.43,1,65.84
2153,2026-01-30 07:42,27.79018,72.10973,27.49,81.82,29.19,28.03,1593.54,370,438.95,5,67.17,57.64,1,116.14
2154,2026-02-24 09:09,21.34053,84.80586,16.11,138.57,24.79,19.01,986.12,370,277.24,5,60.76,214.64,1,120.95
2155,2026-01-15 05:31,22.49071,70.14028,33.09,62.15,35.77,0.92,27.46,150,31.97,1,92.44,0.06,0,74.36
2156,2026-02-21 16:45,14.20101,69.57567,31.83,90.12,28.92,1.21,14.76,150,12.39,1,95.09,9.29,0,80.41
2157,2026-01-17 18:22,17.86225,72.63359,11.18,90.93,20.08,29.62,0.0,120,436.77,1,90.62,0.72,1,54.04
2158,2026-01-06 23:24,24.64194,79.32627,0.0,43.77,30.39,19.8,138.55,100,261.06,1,76.36,7.49,1,47.95
2159,2026-02-07 21:58,11.91312,84.05184,20.41,153.84,31.14,27.21,1487.87,370,365.22,5,34.08,140.06,1,175.35
2160,2026-01-05 02:51,24.3309,86.28338,12.84,124.04,29.18,19.48,2389.02,200,713.76,1,75.11,1.67,1,63.36
2161,2026-01-11 22:12,11.78411,73.70801,15.73,57.84,43.45,16.72,1197.9,120,206.0,1,96.65,4.76,1,56.35
2162,2026-02-07 20:00,9.08375,83.73514,19.46,139.4,28.08,24.98,516.7,350,607.82,2,60.16,58.98,1,119.62
2163,2026-01-13 20:15,27.26771,70.57735,12.07,76.4,44.8,0.13,33.34,120,41.34,1,88.6,1.0,0,55.04
2164,2026-02-13 07:17,13.0071,86.67691,17.55,122.52,24.85,29.56,1748.41,100,210.31,1,76.04,3.98,1,75.27
2165,2026-01-09 13:10,12.54997,70.69612,0.0,99.27,36.59,1.15,18.39,120,9.91,1,83.3,3.42,0,63.14
2166,2026-01-05 12:35,8.02802,74.14591,0.0,96.59,30.31,25.36,1606.18,120,5.0,1,76.64,2.28,1,45.32
2167,2026-01-22 20:51,17.7994,69.22419,22.74,160.91,42.76,23.46,2082.19,360,465.09,3,37.83,85.2,1,167.7
2168,2026-02-08 23:11,21.16426,75.9574,22.97,43.2,35.09,18.13,1479.82,200,597.47,1,76.56,1.47,1,69.62
2169,2026-01-05 08:59,12.76619,68.91356,0.0,61.23,25.81,30.02,1264.62,200,482.36,1,94.02,5.47,1,61.44
2170,2026-01-27 22:05,17.22271,72.2883,0.0,72.83,33.53,20.38,1399.11,120,315.24,1,76.83,6.22,1,41.91
2171,2026-02-10 23:07,25.16841,83.00851,30.42,50.2,33.16,19.03,1829.99,150,336.44,1,82.75,2.32,1,65.22
2172,2026-02-08 17:08,18.32714,68.24811,17.09,39.98,33.63,23.76,1628.46,380,369.23,4,65.79,50.11,1,95.64
2173,2026-01-17 18:56,11.18381,88.29677,9.89,114.6,12.59,36.0,1149.26,200,265.54,1,90.55,9.92,1,40.15
2174,2026-02-14 13:31,25.53852,86.49585,23.39,57.84,34.48,23.53,681.03,180,327.09,1,89.08,4.28,1,62.69
2175,2026-02-23 01:37,25.38095,70.94819,23.19,83.91,28.1,28.83,348.77,180,442.73,1,82.39,5.94,1,63.09
2176,2026-02-14 05:53,27.47424,78.39187,30.78,140.63,27.79,29.89,557.37,380,536.04,2,48.53,61.35,1,175.96
2177,2026-01-31 17:24,8.77772,70.62127,20.35,30.0,25.61,11.81,1607.62,120,170.24,1,96.21,4.23,1,65.73
2178,2026-01-06 06:14,24.69856,88.1896,0.0,66.1,38.53,15.21,1337.15,380,760.43,4,50.7,117.21,1,131.92
2179,2026-01-09 18:57,17.97466,75.41506,12.17,109.66,31.03,11.53,691.54,150,507.76,1,86.22,1.59,1,48.63
2180,2026-01-10 18:09,23.08991,85.66466,13.31,123.56,26.3,1.04,16.78,200,48.95,1,92.53,7.27,0,79.97
2181,2026-02-22 11:45,11.37483,84.11722,20.03,61.5,38.67,2.52,0.57,150,35.48,1,85.94,2.35,0,89.41
2182,2026-02-27 19:52,28.01763,69.05921,10.15,162.77,30.24,23.94,884.38,380,5.0,3,62.35,219.29,1,125.49
2183,2026-01-20 13:18,14.55258,84.73642,0.0,90.11,32.56,18.53,1216.23,360,420.37,5,32.07,187.21,1,123.87
2184,2026-01-12 17:23,20.86075,74.84802,3.48,64.83,39.2,2.35,14.29,180,22.21,1,83.31,0.57,0,57.21
2185,2026-01-17 04:11,13.75155,73.66454,15.1,103.75,29.71,1.56,8.97,380,48.56,3,52.22,97.45,0,130.77
2186,2026-01-20 20:30,13.47052,72.20933,0.0,30.0,29.23,21.66,1241.61,380,255.65,3,32.73,157.59,1,130.88
2187,2026-02-15 02:59,17.48106,69.88795,40.69,120.84,24.57,31.64,2369.2,120,288.3,1,88.14,2.5,1,88.93
2188,2026-01-02 12:13,20.94174,75.65787,14.15,95.68,26.99,20.56,1633.55,120,551.58,1,80.37,6.65,1,57.3
2189,2026-02-27 09:29,23.37648,74.70442,15.26,101.91,30.32,30.77,2379.2,200,507.96,1,80.1,6.54,1,51.8
2190,2026-02-07 23:18,8.61073,75.29741,18.52,80.15,34.19,23.68,390.27,180,56.25,1,97.12,3.83,1,56.37
2191,2026-01-06 12:50,13.86441,84.12877,14.95,30.0,35.87,13.98,1558.59,200,282.84,1,96.63,9.15,1,55.53
2192,2026-01-15 03:45,13.14154,82.46195,19.62,30.0,17.79,15.6,1715.75,180,322.57,1,87.57,0.56,1,49.77
2193,2026-01-23 06:27,10.18164,83.67103,36.24,49.27,25.8,0.21,9.28,150,33.55,1,95.35,6.85,0,77.54
2194,2026-01-09 19:56,8.16486,86.9535,38.04,30.0,35.14,2.62,41.41,100,11.59,1,94.66,6.32,0,75.67
2195,2026-02-26 16:17,13.62002,72.75156,19.57,78.53,31.85,2.75,1005.46,100,560.58,1,85.36,0.13,1,62.37
2196,2026-01-17 08:39,22.36476,72.70676,0.0,94.48,40.47,0.25,0.96,180,9.12,1,81.04,3.54,0,55.14
2197,2026-02-02 09:53,20.58048,73.02972,13.14,84.16,26.44,28.17,2453.07,100,82.8,1,92.41,7.02,1,40.6
2198,2026-01-22 02:49,16.52753,85.8458,18.23,178.77,31.51,1.01,7.14,360,34.91,2,60.59,219.72,0,125.42
2199,2026-01-01 09:12,8.37517,84.25154,9.31,59.4,42.17,27.67,1368.38,150,751.72,1,95.53,8.43,1,48.06
2200,2026-01-01 17:57,18.56863,84.82227,0.0,73.4,14.82,1.23,32.39,180,1.76,1,80.2,0.42,0,62.86
2201,2026-01-18 19:47,19.29361,88.125,0.0,121.46,12.52,19.46,857.18,180,430.2,1,92.67,3.74,1,68.58
2202,2026-01-03 06:10,21.5943,82.5297,6.87,174.41,31.61,2.3,29.19,100,39.32,1,95.08,5.18,0,87.57
2203,2026-02-01 01:46,21.89296,80.71971,0.0,111.15,30.91,19.06,1318.38,200,462.26,1,91.35,8.89,1,57.95
2204,2026-03-01 03:31,17.81017,82.68614,13.84,56.09,26.09,13.94,787.57,120,570.13,1,79.7,0.77,1,49.22
2205,2026-02-12 07:53,15.92393,84.84753,26.63,113.87,35.56,11.21,1303.1,120,510.65,1,81.74,1.91,1,74.49
2206,2026-01-20 08:46,13.47795,81.57036,0.0,112.09,33.75,12.4,2060.84,150,307.98,1,75.84,8.79,1,49.67
