user_id,timestamp,lat,lng,speed_kmh,distance_moved_m,claim_amount,claim_time_gap_min,device_count,kyc_score,ip_distance_km,rainfall_mm,aqi,is_active,fraud_label,temperature
132,25-03-2026 10:32,26.58,81.59,36.3,1649.37,200,930.77,1,81.84,8.16,11.34,83.48,1,0,21.79
133,25-03-2026 10:33,20.91,86.19,26.89,1078.93,120,913,1,90.45,2.59,6,101.9,1,0,28.39
134,25-03-2026 10:34,26,69.34,0.21,7.99,360,1.22,3,39.01,90.96,2.79,95.2,0,1,41.77
135,25-03-2026 10:35,17.13,73.03,16.22,1359.53,180,401.16,1,92.86,4.11,15.64,65.59,1,0,32.2
136,25-03-2026 10:36,20.03,85,18.28,1660.47,200,836.66,1,94.6,5.21,48.53,66.32,1,0,26.68
137,25-03-2026 10:37,13.44,68.28,31.17,1720.96,180,692.58,1,83.27,9.75,18.58,69.98,1,0,16.19
138,25-03-2026 10:38,11.39,76.48,29.08,605.3,200,255.89,1,88.07,3.44,6.51,115.6,1,0,23.63
139,25-03-2026 10:39,8.55,73.83,0.24,15.19,360,8.09,4,21.73,232.72,2.81,89.96,1,1,22.14
140,25-03-2026 10:40,15.2,78.44,1.67,12.32,360,8.09,4,54.85,88.75,0.43,126.26,1,1,29.95
141,25-03-2026 10:41,12.88,84.21,29.68,897.16,180,989.12,1,98.52,9.25,37.27,42.62,1,0,24.57
142,25-03-2026 10:42,27.41,82.84,30.62,1408.08,120,472.16,1,82.9,3.48,49.17,110.32,1,0,28.72
143,25-03-2026 10:43,17.51,70.87,32.64,1653.92,200,228.86,1,82.12,6.87,6.53,119.46,1,0,34.18
144,25-03-2026 10:44,26.05,81.3,30.31,1794.84,200,740.74,1,85.68,9.6,22.06,86.31,1,0,16.04
145,25-03-2026 10:45,11.99,88.02,0.64,13.44,380,9.5,4,53.18,289.2,0.16,104.72,1,1,37.48
146,25-03-2026 10:46,19.64,82.36,18.11,1391.07,150,506.33,1,97.28,1.24,19.55,90.94,1,0,25.32
147,25-03-2026 10:47,26.7,73.2,36.47,693.87,100,522.8,1,82.02,3.08,5.15,81.97,1,0,38.98
148,25-03-2026 10:48,24.76,75.23,1.17,13.97,370,2.17,3,38.21,256.04,4.55,140.82,0,1,21.95
149,25-03-2026 10:49,26.14,86.06,1.32,5.16,360,8.36,4,44.23,134.6,4.8,161.17,1,1,27.44
150,25-03-2026 10:50,23.64,71.59,1.54,10.79,370,8.54,4,20.23,195.61,0.96,89.45,0,1,34.83
151,25-03-2026 10:51,8.42,82.08,0.99,9.23,360,7.23,5,51.3,63.83,3.81,184.68,0,1,30.9
152,25-03-2026 10:52,28.68,88.02,16.23,1323.14,150,646.89,1,80.45,2.59,8.08,47.08,1,0,39.55
153,25-03-2026 10:53,21.66,79.13,36.18,673.27,150,349.54,1,89.91,0.44,36.22,108.37,1,0,25.77
154,25-03-2026 10:54,14.11,79.69,31.4,1897.8,150,350.55,1,85.85,0.26,25.06,85.71,1,0,40.59
155,25-03-2026 10:55,11.26,74.99,38.94,1757.49,120,873.89,1,82.16,6.06,30.8,102.46,1,0,29.77
156,25-03-2026 10:56,12.47,87.11,0.63,11.86,360,2.97,5,29.86,134.38,0.56,128.08,0,1,25.33
157,25-03-2026 10:57,15.9,86.72,39.44,1159.99,120,264.08,1,89.93,3.33,41.31,60.07,1,0,35.9
158,25-03-2026 10:58,11.43,77.2,39.92,827.97,100,864.6,1,86.54,9.37,47.59,112.57,1,0,20.86
159,25-03-2026 10:59,8.84,88.42,17.84,1832.5,120,378.82,1,91.63,3.2,45.64,99.28,1,0,26.05
160,25-03-2026 11:00,22.89,71.07,33.21,687.26,180,817.79,1,94.35,0.08,43.63,49.29,1,0,25.64
161,25-03-2026 11:01,25.68,71.82,0.13,13.08,370,3.04,5,34.77,187.03,1.47,102.97,1,1,36.17
162,25-03-2026 11:02,25.87,72.46,1.15,13.7,360,4.04,2,59.59,76.83,4.46,134.84,0,1,29.52
163,25-03-2026 11:03,24.57,70.97,1.08,8.64,360,8.36,2,32.31,170.06,2.91,121.97,1,1,42.25
164,25-03-2026 11:04,14.98,79.49,36.05,771.31,180,303.05,1,80.89,7.48,16.43,71.14,1,0,26.67
165,25-03-2026 11:05,15.98,78.15,18.76,844.56,120,365.75,1,91.86,7.96,41.06,72.01,1,0,32.76
166,25-03-2026 11:06,28.1,75.79,26.45,1392.01,200,538.35,1,99.7,5.23,49.17,86.8,1,0,29.1
167,25-03-2026 11:07,11.62,77.04,23.02,1888.52,100,217.64,1,96.97,4.51,34.73,44.83,1,0,26.58
168,25-03-2026 11:08,10.42,73.18,1.26,16.69,360,6.49,5,34.79,119.95,2.22,117.29,0,1,24.9
169,25-03-2026 11:09,21.3,85.73,29.82,1490.47,100,265.94,1,98.04,7.92,37.28,111.73,1,0,41.08
170,25-03-2026 11:10,28.31,73.88,28.97,1294.99,200,548.13,1,98.21,3.74,28.05,68.2,1,0,27.78
171,25-03-2026 11:11,23.04,85.88,1.64,11.9,360,7.28,3,32.29,210.11,2.77,103.07,1,1,25.98
172,25-03-2026 11:12,16.67,86.89,1.75,16.19,360,8.68,3,26.05,88.84,0.23,87.84,0,1,30.77
173,25-03-2026 11:13,15.27,68.84,37.79,1154.74,120,933.3,1,87.05,5.51,37.84,110.2,1,0,35
174,25-03-2026 11:14,9.41,68.58,31.01,1260.63,100,657.14,1,80.28,4.14,17.44,100.69,1,0,26.6
175,25-03-2026 11:15,10.19,87.55,38.86,1351.09,180,825.96,1,87.31,2.18,29.38,109.68,1,0,32.76
176,25-03-2026 11:16,10.66,81.06,1.21,17.02,360,9.04,3,45.96,98.88,0.39,89.12,0,1,25.91
177,25-03-2026 11:17,27.89,83.01,0.17,15.46,370,7.59,3,51.13,239.39,3.32,128.93,0,1,28.06
178,25-03-2026 11:18,11.57,69.99,38,710.15,150,623.64,1,90.8,4.65,20.14,64.62,1,0,33.85
179,25-03-2026 11:19,27.77,79.21,38.91,1401.55,180,942.27,1,88.97,6.55,45.33,83.22,1,0,27.99
180,25-03-2026 11:20,17.63,82.52,0.61,3.55,370,5.11,4,53.12,215.98,4.97,82.8,1,1,27.46
181,25-03-2026 11:21,15.52,73.72,0.76,16.96,380,7.32,3,23.71,159.84,3.19,101.56,1,1,26.99
182,25-03-2026 11:22,16.47,78.64,14.5,1099.74,200,721.02,1,87.52,9.47,23.51,87.91,1,0,27.54
183,25-03-2026 11:23,12.57,84.88,32.44,870.63,200,545.47,1,97.04,6.45,21.43,103.56,1,0,20.76
184,25-03-2026 11:24,8.74,76.19,0.71,12.75,370,4.03,4,33.44,86.65,2.95,88.43,1,1,27.19
185,25-03-2026 11:25,28.22,72.62,27.76,1455.29,100,492.44,1,89.25,8.39,9.27,83.14,1,0,20.92
186,25-03-2026 11:26,15.19,69.24,0.35,17.36,360,7.35,5,27.62,141.33,1.15,134.02,0,1,30.9
187,25-03-2026 11:27,17.78,86.97,1.15,2.86,380,6.05,5,35.82,89.64,4.77,147.43,1,1,32.42
188,25-03-2026 11:28,24.81,75.56,32.18,1956.59,100,343.18,1,85.65,5.09,25.16,108.13,1,0,42.02
189,25-03-2026 11:29,15.67,83.1,0.08,7.52,370,1.35,4,53.32,123.97,2.56,94.79,1,1,32.04
190,25-03-2026 11:30,15.72,68.57,38.5,1920.48,180,861.78,1,91.53,2.38,16.99,41.42,1,0,30.09
191,25-03-2026 11:31,25.55,76.12,1.67,13.27,380,4.07,5,24.9,276.34,4.63,182.57,0,1,16.51
192,25-03-2026 11:32,8.67,75.32,31.36,641.22,180,507.45,1,86.37,3.5,8.04,51.96,1,0,32.35
193,25-03-2026 11:33,17.89,83.74,11.96,1359.19,200,242.84,1,95.53,8.41,46.05,67.95,1,0,31.98
194,25-03-2026 11:34,17.56,86.06,24.24,1205.25,100,764.66,1,93.67,9.94,16.17,43.73,1,0,30.29
195,25-03-2026 11:35,18.11,74.13,0.58,16.55,380,5.38,2,22.07,223.32,0.7,195.3,0,1,34.09
196,25-03-2026 11:36,15.23,73.17,34.75,1164.86,200,841.03,1,85.38,0.34,49.15,100.84,1,0,30.98
197,25-03-2026 11:37,17.26,72.62,1.68,11.86,370,3.58,2,54.45,135.23,2.26,94.92,0,1,22.14
198,25-03-2026 11:38,14.6,72.18,23.95,969.3,200,522.28,1,97.35,5.61,41.45,98.66,1,0,28.52
199,25-03-2026 11:39,8.16,68.24,24.9,1428.19,120,648.39,1,97.17,8.72,46.33,43.12,1,0,20.66
200,25-03-2026 11:40,14.35,75.86,20.37,1637.68,200,862.83,1,84.65,5.29,32.36,88.64,1,0,31.35
201,25-03-2026 11:41,16.48,69.09,29.11,641.3,200,375.65,1,85.38,7.06,27.06,78.61,1,0,42.93
202,25-03-2026 11:42,13.68,78.23,20.89,671.29,200,747.84,1,81.12,1.47,22.74,97.81,1,0,32.6
203,25-03-2026 11:43,20.17,77.8,25.02,1928.26,150,277.19,1,82.12,4.75,5.64,107.46,1,0,27.77
204,25-03-2026 11:44,16.9,75.19,1.83,8.8,370,6.41,3,37.29,82.42,3.38,143.41,0,1,33.24
205,25-03-2026 11:45,8.53,77.82,1.55,17.02,380,2.89,3,33.03,198.59,3.7,121.64,0,1,25.54
206,25-03-2026 11:46,15.74,77.55,16.27,1496.78,100,473.11,1,84.69,6.72,11.16,109.07,1,0,26.6
207,25-03-2026 11:47,27.28,84.81,38.03,755.12,100,409.16,1,98.91,8.27,36.12,94.75,1,0,29.76
208,25-03-2026 11:48,12.01,73.53,35.24,1687.41,100,239.06,1,93.16,4.77,25.36,51.01,1,0,34.07
209,25-03-2026 11:49,22.63,74.49,1.83,15.2,370,1.95,4,46.43,203.35,0.47,193.35,0,1,36.56
210,25-03-2026 11:50,13.39,74.27,26.06,1883.68,120,911.39,1,86.06,5.9,48.11,89.66,1,0,29.24
211,25-03-2026 11:51,22.8,80.34,1,17.14,380,5.05,4,29.19,95.56,1.51,167.05,0,1,26.14
212,25-03-2026 11:52,8.89,71.17,39.06,545.76,100,829.59,1,82.41,7.43,37.18,67.31,1,0,30.89
213,25-03-2026 11:53,10.78,84.13,11.86,1207.99,180,405.24,1,86.81,3.69,26.1,63.45,1,0,32.95
214,25-03-2026 11:54,15.82,78.78,32.96,1275.14,150,481.3,1,88.31,7.34,31.81,71.09,1,0,30.13
215,25-03-2026 11:55,20.12,77.84,0.55,17.66,360,8.26,2,22.49,61.84,1.63,141.66,0,1,33.23
216,25-03-2026 11:56,14.81,75.06,16,1569.87,120,954.26,1,91.41,1.35,15.9,79.49,1,0,31.42
217,25-03-2026 11:57,15.82,71.61,21.08,1046.84,100,481.02,1,84.73,0.66,49.6,106.35,1,0,20.85
218,25-03-2026 11:58,16.72,78.49,37.48,1244.86,180,899.29,1,90.83,2.65,37.38,111.34,1,0,30.39
219,25-03-2026 11:59,15.11,86.54,11.25,1802.56,180,422.77,1,97.54,8.57,44.83,58,1,0,26.5
220,25-03-2026 12:00,12.28,73.31,22.37,760.55,200,960.9,1,81.13,2.04,30.42,42.54,1,0,39.26
221,25-03-2026 12:01,18.6,76.37,1.54,11.76,380,8.74,2,46.46,213.83,4.84,184.08,1,1,16.66
222,25-03-2026 12:02,16.07,75.3,1.64,14.3,380,4.52,3,33.35,54.53,4.14,184.18,0,1,34.6
223,25-03-2026 12:03,12.48,80.68,21.35,1196.97,180,746.86,1,86.15,8.38,34.86,118.59,1,0,42.2
224,25-03-2026 12:04,24.29,72.44,1.92,19.91,380,6.62,2,47.64,219.67,2.81,118.22,1,1,24.97
225,25-03-2026 12:05,13.12,79.76,33.92,701.3,100,935.65,1,81.89,5.66,30.9,114.35,1,0,30.91
226,25-03-2026 12:06,12.79,75.52,27.25,502.9,100,320.19,1,81.24,4.95,41.5,117.93,1,0,28.19
227,25-03-2026 12:07,18.94,82.95,12.21,1739.47,180,927.39,1,97.62,9.3,47.59,93.93,1,0,33.83
228,25-03-2026 12:08,26.18,79.95,1.75,6.26,360,9.32,2,35.85,259.87,2.58,110.71,0,1,35.52
229,25-03-2026 12:09,10.21,70.56,32.85,1737.27,200,298.33,1,84.25,5.04,11.96,112.56,1,0,32.9
230,25-03-2026 12:10,24.05,71.38,13.24,864.58,150,215.75,1,88.38,9.05,16.8,61.85,1,0,32.21
231,25-03-2026 12:11,23.36,75.6,0.07,3.27,380,8.69,3,39.36,68.44,1.83,85.82,1,1,36.84
232,25-03-2026 12:12,11.14,86.42,38.97,1678.68,100,510.38,1,97.23,2.18,30.7,114.69,1,0,25.3
233,25-03-2026 12:13,21.58,86.29,0.19,16.54,360,5.1,5,54.85,299.94,3.26,165.56,1,1,33.02
234,25-03-2026 12:14,14.2,68.56,35.66,1901.99,150,210.96,1,98.87,8.62,42.33,53.38,1,0,22.73
235,25-03-2026 12:15,10.01,69.31,27.37,881.51,100,970.63,1,99.72,4.87,34.94,49.09,1,0,32.53
236,25-03-2026 12:16,16.5,86.14,21.65,1420.77,200,283.12,1,85.95,6.01,27.51,93.57,1,0,19.8
237,25-03-2026 12:17,18.21,77.62,1.19,5.8,360,5.37,5,22.55,277.95,4.32,175.49,1,1,36.97
238,25-03-2026 12:18,11.08,71.18,28.75,976.2,120,718.5,1,85.7,3.67,38.17,59.75,1,0,29.34
239,25-03-2026 12:19,9.08,84.76,12.5,1375.25,120,371.57,1,81.98,4.49,48.92,48.52,1,0,35.44
240,25-03-2026 12:20,21.65,79.07,1.1,7.84,370,2.85,5,42.56,266.26,3.59,99.28,1,1,28.14
241,25-03-2026 12:21,12.38,71.01,19.79,578.09,200,696.63,1,84.92,5.14,24.5,55.48,1,0,36.46
242,25-03-2026 12:22,13.17,82.51,10.87,640.37,200,563.97,1,85.77,5.41,15.32,83.83,1,0,25.75
243,25-03-2026 12:23,28.52,81.17,1.29,1.4,380,8.74,3,27.81,92.75,0.21,115.12,1,1,31.83
244,25-03-2026 12:24,28.45,78.16,16.24,1282.76,150,492.99,1,86.56,6.92,35.67,85.65,1,0,34.79
245,25-03-2026 12:25,10.84,68.32,37.72,1695.92,200,605.76,1,80.64,2.33,13.1,40.43,1,0,22.03
246,25-03-2026 12:26,9.08,87.15,17.06,551.72,180,599.59,1,85.16,3.75,35.39,106.53,1,0,26.63
247,25-03-2026 12:27,28.41,72.74,18.39,1957.59,120,417.15,1,90.3,1.25,16.32,119.59,1,0,27.15
248,25-03-2026 12:28,16.51,82.71,0.32,16.25,380,8.84,5,49.95,238.71,4.1,174.13,0,1,31.44
249,25-03-2026 12:29,19.94,70.65,16.82,1172.25,120,757.94,1,89.97,1.6,49.72,91.05,1,0,26.74
250,25-03-2026 12:30,26.43,86.62,33.27,1085.62,100,755.24,1,95.66,5.51,19.86,50.98,1,0,41.76
251,25-03-2026 12:31,11.8,77.91,21.95,1332.34,100,589.53,1,87.93,5.32,20.26,98.24,1,0,39.77
252,25-03-2026 12:32,14.8,78.04,28.42,1151.63,150,362.7,1,99.53,7.52,18.68,107.74,1,0,35.74
253,25-03-2026 12:33,17.64,73.5,37.94,550.65,120,718.28,1,96.98,2.58,45.63,57.44,1,0,29.19
254,25-03-2026 12:34,26.22,71.97,1.34,8.23,360,7.66,3,21.51,212.57,2.29,105.73,1,1,24.79
255,25-03-2026 12:35,17.99,69.36,1.87,4.88,370,9.14,4,35.84,251.45,0.18,144.14,0,1,35.77
256,25-03-2026 12:36,11.26,79.71,24.59,1453.86,180,524.12,1,98.07,3.65,38.12,66.92,1,0,28.92
257,25-03-2026 12:37,11.75,85.65,1.55,9.15,370,3.78,5,33.58,222.48,2.79,146.79,1,1,20.08
258,25-03-2026 12:38,18.94,78.89,20.09,1316.91,150,398.02,1,84,3.38,16.24,52.46,1,0,30.39
259,25-03-2026 12:39,9.5,76.82,0.32,2.85,360,7.94,4,38.7,299.38,3.77,182.56,1,1,31.14
260,25-03-2026 12:40,19.24,78.85,22.37,970.18,120,749.67,1,89.19,6.13,34.04,67.71,1,0,29.18
261,25-03-2026 12:41,15.1,84.79,39.96,1007.91,180,635.56,1,91.46,3.77,18.56,108.81,1,0,43.45
262,25-03-2026 12:42,26.11,73.24,0.42,15.53,380,6.78,5,48.88,202.32,2.46,83.49,0,1,28.08
263,25-03-2026 12:43,19.95,76.34,33.25,1114.02,120,776.56,1,90.67,4.61,6.69,114.81,1,0,44.8
264,25-03-2026 12:44,24.46,70.78,26.31,692.64,200,678.79,1,85.62,0.78,27.94,98.19,1,0,24.85
265,25-03-2026 12:45,21.74,70.56,15.4,510.66,150,944.82,1,99.91,2.04,31.02,46.31,1,0,36.59
266,25-03-2026 12:46,20.99,72.38,0.75,5.73,380,5.06,5,20.29,291.79,2.83,86.52,0,1,30.31
267,25-03-2026 12:47,8.99,68.32,36.31,1287.06,150,223.81,1,98.5,0.98,39.5,58.68,1,0,42.76
268,25-03-2026 12:48,20.7,85.98,27.82,1217.12,120,697.39,1,84.77,7.16,25.27,105.25,1,0,35.09
269,25-03-2026 12:49,12.99,82.83,34.48,1407.32,120,299.77,1,98.15,6.18,19.15,117.75,1,0,25.81
270,25-03-2026 12:50,11.17,77.02,20.81,638.25,150,221.24,1,92.14,1.49,15.6,62.01,1,0,33.53
271,25-03-2026 12:51,13.95,74.97,16.36,1355.18,150,597.51,1,86.86,4,9.01,51.57,1,0,33.16
272,25-03-2026 12:52,20.67,73.3,1.89,5.41,360,8.58,3,39.78,175.53,2.05,199.5,1,1,33.63
273,25-03-2026 12:53,20.39,85.4,16.06,1303.72,100,440.4,1,98.4,8.9,35.01,87.4,1,0,12.59
274,25-03-2026 12:54,25.92,82.44,17.84,1175.21,150,806.23,1,84.19,1.06,27.16,109.33,1,0,34.48
275,25-03-2026 12:55,10.17,70.46,0.28,14.51,370,1.96,4,52.34,217.45,3.34,162.71,1,1,28.1
276,25-03-2026 12:56,15.2,84.28,10.64,1176.63,150,435.69,1,96.15,7.41,44.73,97.61,1,0,27.79
277,25-03-2026 12:57,19.25,72.25,35.06,1152.67,100,289.95,1,89.79,0.54,11.01,65.31,1,0,25.61
278,25-03-2026 12:58,20.67,77.54,16.21,1529.39,180,486.87,1,93,9.24,47.5,111.75,1,0,38.53
279,25-03-2026 12:59,23.72,80.62,1.35,19.78,370,6.62,4,25.95,297.45,0.6,185.83,0,1,31.03
280,25-03-2026 13:00,15.09,69.51,27.72,1269.54,100,580.27,1,84.22,4.92,14.37,63.94,1,0,26.3
281,25-03-2026 13:01,24.13,79.51,35.05,1293.85,200,473.25,1,94.61,0.43,33.87,84.81,1,0,38.67
282,25-03-2026 13:02,9.34,77.28,1.35,17.1,380,9.56,2,54.1,213.9,3.47,143.95,0,1,30.24
283,25-03-2026 13:03,10.67,81.24,32.83,1214.48,180,373.78,1,86.69,6.55,29.84,56.24,1,0,32.56
284,25-03-2026 13:04,9.81,76.82,16.09,593.72,200,861.85,1,91.51,5.53,26.6,71.45,1,0,39.2
285,25-03-2026 13:05,15.16,75.63,12.45,841.16,180,329.53,1,99.24,9.43,46.77,103.82,1,0,29.71
286,25-03-2026 13:06,28.36,84.34,32.67,1957.2,100,582.16,1,93.59,6.43,36.04,68.68,1,0,29.23
287,25-03-2026 13:07,25.95,69.79,29.61,1045.93,120,588.33,1,95.56,7.08,39.32,58.45,1,0,24.57
288,25-03-2026 13:08,13.19,78.53,1.04,17.77,360,2.04,3,34.09,96.89,4.91,138.3,1,1,26.99
289,25-03-2026 13:09,24.03,79.32,0.21,15.9,360,1.92,5,41.89,194.12,0.14,89.81,0,1,30.32
290,25-03-2026 13:10,27.58,83.07,12.03,864.89,120,625.12,1,95.41,6.69,36.55,84.75,1,0,34.19
291,25-03-2026 13:11,25.24,79.9,11.17,1926.1,180,883.77,1,90.91,8.28,16.01,59.77,1,0,35.87
292,25-03-2026 13:12,15.61,81.41,32.06,1671.58,120,780.64,1,98.68,5.38,47.12,75.36,1,0,17.79
293,25-03-2026 13:13,24.72,78.76,0.26,17.19,370,2.9,4,48.7,150.55,1.69,196.15,0,1,25.8
294,25-03-2026 13:14,24.36,69.01,18.76,1542.15,100,464.88,1,90.13,0.34,14.15,43.55,1,0,35.14
295,25-03-2026 13:15,16.39,72.23,0.57,2.09,370,7.75,5,26.68,248.33,2.19,97.16,0,1,31.85
296,25-03-2026 13:16,15.75,78.53,11.1,1339.41,150,233.45,1,80.32,2.06,26.82,71.12,1,0,40.47
297,25-03-2026 13:17,19.08,81.82,1.44,8.33,370,2.41,4,33.36,243.61,0.6,85.35,1,1,26.44
298,25-03-2026 13:18,26.78,77.98,0.76,13.94,360,2.47,3,52.95,161.49,4.94,173.71,0,1,31.51
299,25-03-2026 13:19,27.22,82.37,0.5,10,380,9.62,2,25.91,148.84,3.36,127.58,1,1,42.17
300,25-03-2026 13:20,20.69,70.02,28.18,1159.94,200,943.71,1,98.84,6.93,10.54,74.98,1,0,14.82
301,25-03-2026 13:21,25.15,69.04,28.75,867.44,180,545.39,1,92.19,7.12,29.09,83.89,1,0,12.52
302,25-03-2026 13:22,21.12,73.63,32.81,1367.88,200,668.83,1,94.18,4.08,16.75,97.48,1,0,31.61
303,25-03-2026 13:23,19.48,77.83,1.28,10.31,380,8.59,5,39.68,63.24,3.54,129.73,1,1,30.91
304,25-03-2026 13:24,20.47,82.86,12.35,1104.65,100,462.92,1,93.13,7.41,5.58,83.45,1,0,26.09
305,25-03-2026 13:25,24.43,74.75,1.55,5.08,370,5.43,4,26.57,96.23,4.33,150,0,1,35.56
306,25-03-2026 13:26,23.72,75.41,1,4.46,380,3.44,2,49.02,59.28,2.11,133.73,0,1,33.75
307,25-03-2026 13:27,28.39,81.71,1.06,11.74,380,2.43,5,40.78,293.39,3.37,123.12,0,1,34.02
308,25-03-2026 13:28,25.53,72.9,1.67,13.5,380,7.24,3,39.21,270.83,0.2,89.88,1,1,26.98
309,25-03-2026 13:29,8.3,74.89,28.49,1151.94,100,263.91,1,95.19,0.56,43.02,89.02,1,0,36.14
310,25-03-2026 13:30,26.43,68.51,29,1569.8,200,500.64,1,88.33,0.46,44.31,46.25,1,0,28.19
311,25-03-2026 13:31,18.48,72.81,16.21,1388.64,150,548.51,1,85.72,3.02,18.36,65.21,1,0,27.08
312,25-03-2026 13:32,21.65,81.82,34.91,1042.32,180,709.36,1,83.25,9.7,11.7,106.89,1,0,18.04
313,25-03-2026 13:33,26.19,88.14,10.88,1613.96,200,250.61,1,87.69,4.59,23.94,54.71,1,0,31.07
314,25-03-2026 13:34,15.47,72.31,17.84,1864.56,150,701.27,1,86.32,0.33,36.94,86.01,1,0,37.15
315,25-03-2026 13:35,15.79,71.28,26.3,1441.64,180,518.26,1,97.31,4.53,39.11,58.28,1,0,29.33
316,25-03-2026 13:36,21.99,71.83,12.46,1072.17,200,898.6,1,97.15,8.08,25.92,84.95,1,0,39
317,25-03-2026 13:37,22.82,80.74,38.47,1901.3,200,275.28,1,87.34,9.32,17.51,59.62,1,0,16.07
318,25-03-2026 13:38,25.16,87.26,1.6,11.98,370,6.89,3,53.33,174.17,2.06,191.23,1,1,10.05
319,25-03-2026 13:39,21.99,80.18,0.32,12.37,380,8.1,2,44.47,260.04,0.79,135.4,1,1,46.11
320,25-03-2026 13:40,15.77,76.54,23.72,1500.87,120,414.89,1,86.7,2.43,29.41,70.98,1,0,30.4
321,25-03-2026 13:41,20.14,68.02,24.57,915.61,200,569.1,1,85.86,8.41,9.7,97.99,1,0,45.18
322,25-03-2026 13:42,10.77,72.26,1.11,9.49,360,3.57,3,35.06,97.01,3.84,125.09,1,1,25.6
323,25-03-2026 13:43,12.53,78.57,29.34,1933.16,150,686.37,1,95.9,4.75,31.34,110.29,1,0,22.69
324,25-03-2026 13:44,18.56,68.55,27.84,1632.08,200,238.26,1,92.54,2.61,12.63,53.72,1,0,31.98
